wp_id,articolo_uuid,id_numero,numero_uuid,action,status,note
6903,,OEL-25,,set,dry,
6905,,OEL-25,,set,dry,
6907,,OEL-25,,set,dry,
6916,,OEL-25,,set,dry,
6929,,OEL-25,,set,dry,
6933,,OEL-25,,set,dry,
6935,,OEL-25,,set,dry,
6937,,OEL-25,,set,dry,
6939,,OEL-25,,set,dry,
6941,,OEL-25,,set,dry,
6943,,OEL-25,,set,dry,
7116,,OEL-27,,set,dry,
7118,,OEL-27,,set,dry,
7120,,OEL-27,,set,dry,
7123,,OEL-27,,set,dry,
7124,,null,,null,dry,
7146,,OEL-27,,set,dry,
7149,,OEL-29,,set,dry,
7153,,OEL-27,,set,dry,
7157,,OEL-27,,set,dry,
7160,,OEL-27,,set,dry,
7163,,OEL-27,,set,dry,
7166,,OEL-27,,set,dry,
7183,,null,,null,dry,
7189,,OEL-28,,set,dry,
7294,,null,,null,dry,
7199,,OEL-28,,set,dry,
7202,,OEL-28,,set,dry,
7211,,OEL-28,,set,dry,
7216,,OEL-28,,set,dry,
7219,,OEL-28,,set,dry,
7223,,OEL-28,,set,dry,
7227,,OEL-28,,set,dry,
7230,,OEL-28,,set,dry,
7239,,OEL-28,,set,dry,
7254,,null,,null,dry,
7403,,null,,null,dry,
7270,,null,,null,dry,
7288,,null,,null,dry,
7303,,null,,null,dry,
7314,,OEL-29,,set,dry,
7319,,null,,null,dry,
7322,,OEL-29,,set,dry,
7327,,OEL-29,,set,dry,
7328,,null,,null,dry,
7332,,OEL-29,,set,dry,
7335,,OEL-29,,set,dry,
7347,,OEL-29,,set,dry,
7367,,OEL-29,,set,dry,
7378,,OEL-29,,set,dry,
7384,,OEL-29,,set,dry,
7479,,OEL-30,,set,dry,
7412,,null,,null,dry,
7424,,null,,null,dry,
7431,,OEL-30,,set,dry,
7434,,OEL-30,,set,dry,
7440,,null,,null,dry,
7451,,OEL-30,,set,dry,
7456,,OEL-30,,set,dry,
7461,,OEL-30,,set,dry,
7465,,OEL-30,,set,dry,
7468,,OEL-30,,set,dry,
7470,,null,,null,dry,
7474,,OEL-30,,set,dry,
7476,,OEL-30,,set,dry,
7663,,null,,null,dry,
7557,,null,,null,dry,
7560,,null,,null,dry,
7568,,OEL-139,,set,dry,
7570,,OEL-141,,set,dry,
7572,,null,,null,dry,
7682,,OEL-31,,set,dry,
7687,,OEL-31,,set,dry,
7690,,OEL-31,,set,dry,
7695,,OEL-31,,set,dry,
7707,,OEL-31,,set,dry,
7716,,OEL-31,,set,dry,
7723,,OEL-31,,set,dry,
7729,,OEL-31,,set,dry,
7734,,OEL-31,,set,dry,
7740,,OEL-141,,set,dry,
7754,,OEL-31,,set,dry,
7758,,OEL-31,,set,dry,
7762,,OEL-31,,set,dry,
8089,,null,,null,dry,
7770,,OEL-31,,set,dry,
7779,,OEL-31,,set,dry,
7783,,OEL-31,,set,dry,
7789,,OEL-31,,set,dry,
7798,,OEL-31,,set,dry,
7810,,OEL-31,,set,dry,
7816,,OEL-31,,set,dry,
7828,,OEL-31,,set,dry,
7842,,OEL-31,,set,dry,
7852,,null,,null,dry,
7862,,OEL-31,,set,dry,
7874,,OEL-31,,set,dry,
7903,,OEL-32,,set,dry,
8422,,null,,null,dry,
7917,,OEL-32,,set,dry,
7919,,OEL-32,,set,dry,
7922,,OEL-32,,set,dry,
7926,,OEL-32,,set,dry,
7932,,OEL-32,,set,dry,
7936,,OEL-32,,set,dry,
7941,,OEL-32,,set,dry,
7944,,OEL-32,,set,dry,
7951,,OEL-32,,set,dry,
7958,,OEL-32,,set,dry,
7966,,OEL-32,,set,dry,
7968,,OEL-32,,set,dry,
23838,,OEL-77,,set,dry,
8017,,OEL-33,,set,dry,
8043,,null,,null,dry,
8057,,OEL-141,,set,dry,
8094,,null,,null,dry,
8104,,OEL-33,,set,dry,
8108,,OEL-33,,set,dry,
8118,,OEL-33,,set,dry,
8129,,OEL-33,,set,dry,
8134,,OEL-33,,set,dry,
8140,,OEL-33,,set,dry,
8145,,OEL-33,,set,dry,
8147,,OEL-33,,set,dry,
8168,,OEL-34,,set,dry,
8174,,OEL-34,,set,dry,
8179,,OEL-34,,set,dry,
8184,,OEL-34,,set,dry,
8192,,OEL-34,,set,dry,
