id,slug,lang,categoria_old,categoria_new,action,note
fb0a7578-c0ee-4217-9f89-dceed4bb7264,imparando-a-vivere-bene-con-jimmy,it,Famiglia,,unknown,Valore non mappato: 'Famiglia' — aggiungere a categorie.json o assegnare manualmente
cdadeeae-e241-429f-97a0-6c19db823204,se-dorme-male,it,Spiritualità,spiritualita,dry,
4a1a8502-c2dc-4d33-b58d-2b728b9fd0a4,viviamo-da-soli,it,Fede e Luce,fede-e-luce,dry,
519507ff-1e49-4ed6-9a8a-3e28db0ed1ad,io-grido-verso-te,it,Spiritualità,spiritualita,dry,
38ad6a8e-2a01-4e24-8ef6-1eb79aba1de4,ce-labbiamo-fatta,it,Fede e Luce,fede-e-luce,dry,
7a395ce2-9825-4920-bc13-d137395e87da,e-nato-un-bambino-down-guida-per-i-genitori,it,Cultura,cultura,dry,
80e769fc-a3ba-422d-9bf5-7c0bc0799b84,vita-di-fede-e-luce-n-44,it,Cultura,cultura,dry,
f5e5ada1-2bc0-40c5-a064-046bcc333e46,florent-nella-scuola-italiana,it,Salute,,unknown,Valore non mappato: 'Salute' — aggiungere a categorie.json o assegnare manualmente
6a900cd9-d13d-426a-929c-c81a0fcc273c,due-piccole-isole-di-luce,it,Fede e Luce,fede-e-luce,dry,
23e2667c-e167-42fd-acc6-f0176541cda4,imparando-a-vivere-bene-con-jimmy-2-parte,it,Famiglia,,unknown,Valore non mappato: 'Famiglia' — aggiungere a categorie.json o assegnare manualmente
7069b624-8ac8-4699-9357-5858fcbaf98f,appuntamento-con-maria-maddalena-dal-carcere-alla-vita-relig,it,Cultura,cultura,dry,
cfdb7423-628d-4fdb-8092-99b3fd6e1d2b,dare-loro-una-vita-normale,it,Famiglia,,unknown,Valore non mappato: 'Famiglia' — aggiungere a categorie.json o assegnare manualmente
9261158f-ec0c-4373-86c2-f7ec184eb23f,proviamo-unaltra-volta-proviamo-unaltra-strada-sesso-e-affet,it,Fede e Luce,fede-e-luce,dry,
8930298a-5e32-4f78-935d-3e135028a24b,costruire-la-capacita-di-sperare-in-un-ospedale-psichiatrico,it,Fede e Luce,fede-e-luce,dry,
ebac0af0-6459-4120-9100-7e2caf006d9e,la-fede-si-vive-cosi-si-impara,it,Fede e Luce,fede-e-luce,dry,
d40bb95c-b485-4fb4-afc7-41ee5da196e2,dialogo-aperto-n-44,it,Fede e Luce,fede-e-luce,dry,
c0eda1f7-eecc-4dbd-a138-4383f8357aea,competere-col-dolore,it,Cultura,cultura,dry,
034f2701-46d4-426c-8265-0642903a8f64,la-tenerezza-di-dio,it,Spiritualità,spiritualita,dry,
a24163c7-b479-4f24-a2b6-b99703cfb923,proviamo-unaltra-volta-proviamo-unaltra-strada,it,Fede e Luce,fede-e-luce,dry,
cbec5a18-4105-43d4-a36a-8453418c5811,inaugurazione-casa-loic-scuola-laboratorio-artigianale-per-r,it,Fede e Luce,fede-e-luce,dry,
d44c47ec-c6fd-482f-af00-b2a5e68a64c2,perche-mi-hai-abbandonato,it,Spiritualità,spiritualita,dry,
b0416ed7-4321-4ed0-8dab-930f624af048,educazione-alla-fede-per-tutti,it,Spiritualità,spiritualita,dry,
faee2c67-d074-43ce-b11e-f996e2346662,mi-sentii-tradita,it,Fede e Luce,fede-e-luce,dry,
ab768e57-c9e4-4892-bcdf-f70aa0cdaa1d,il-mio-cielo-e-diverso-acrobazie-mentali-di-un-giovane-disab,it,Cultura,cultura,dry,
3b145860-fcc2-442a-a20b-aaf17bb0cf60,la-fede-e-un-incontro,it,Spiritualità,spiritualita,dry,
96b0e56d-89df-4e13-9267-796c409cb750,val-la-pena-di-vivere,it,Cultura,cultura,dry,
af94b87c-caf2-4ab8-a76b-16574e74b89c,ma-lui-dovera,it,Spiritualità,spiritualita,dry,
0e6ec1d5-1787-4328-86f9-07d383cadc46,larmadio-dei-giocattoli,it,Famiglia,,unknown,Valore non mappato: 'Famiglia' — aggiungere a categorie.json o assegnare manualmente
4b7576dc-a0ca-45e6-b27b-5477f7063032,psicologia-e-culto-di-se-la-psicologia-aiuta-a-credere,it,Cultura,cultura,dry,
a6455965-a0e9-4a57-88a1-a618d7824de8,vita-fede-e-luci-n-45,it,Fede e Luce,fede-e-luce,dry,
e2d998ba-4dd8-4c49-8906-3d8724145a1a,a-scuola-con-chicco-in-braccio,it,Spiritualità,spiritualita,dry,
