id,slug,titolo,lang_current,lang_detected,action
476c45f8-ff58-4f61-bc30-5f656970a40a,bilancio-fede-e-luce-1976,Bilancio Fede e Luce 1976,it,it,ok_no_change
47799d45-f618-4847-a56e-a81d474a37bb,pronto-soccorso-in-una-bottiglietta,Pronto Soccorso in una bottiglietta,it,it,ok_no_change
47824686-0d8a-4b10-867a-702801672134,luovo-nero-recensione,Ascoltare per costruire,it,it,ok_no_change
478658ef-ebd3-44f5-8bef-e72cfde02c9d,quando-lamore-e-mancato,Quando l’amore è mancato,it,it,ok_no_change
47899aee-5567-4808-8e23-d59fecb16620,world-disability-day-2018,Giornata della disabilità: più lavoro e più risorse per il Dopo di noi,it,it,ok_no_change
47aac753-15b7-4f4b-ab5e-f813ee9347ac,una-piccola-barca,Una piccola barca,it,it,ok_no_change
47ae67e6-31c1-4291-98f8-f9774a1ab10d,letture-consigliate-n-14,Letture consigliate n.14,it,it,ok_no_change
47bf6bed-d7bc-496f-9b80-8a0a1609d83e,famiglia-per-chi-famiglia-per-cosa,"Famiglia per chi, famiglia per cosa",it,it,ok_no_change
47bf8086-ca78-4b83-93b8-f283e00a0eb0,santa-pazienza,Santa pazienza!,it,it,ok_no_change
47d67f49-aa27-4783-8a4e-9dc9bd99c675,da-venezia-82-per-la-mostra-del-cinema,Venezia 82: il cinema in VR che racconta la disabilità con empatia,it,it,ok_no_change
47e7e1bf-bb90-4541-93eb-17c5a1691d8f,storia-di-natale,Storia di Natale,it,it,ok_no_change
47ecccea-6ef1-4953-a45d-b17d70ac65d9,aiutarlo-diventare-un-uomo,Aiutarlo a diventare «un uomo»,it,it,ok_no_change
47ed2200-d4e3-4f53-8cc7-5ff343669708,leducazione-sessuale-delle-persone-handicappate-un-libro-ris,L'educazione sessuale delle persone handicappate - Un libro risponde,it,it,ok_no_change
47ee6a4f-9a19-4bc7-8101-ed538eddd7f6,quando-il-caso-non-e-un-caso,Quando il caso non è un caso,it,it,ok_no_change
4804df4a-a2e0-4670-a915-8453d5ca3523,una-missione-fino-in-fondo,"Una missione, fino in fondo",it,it,ok_no_change
48290a7f-45e6-4bb6-98c5-2b28c42fb6fa,una-lettera,Una lettera,it,it,ok_no_change
48426346-7f23-44e7-a33d-210b122ac618,la-mia-storia-soddisfazioni-e-desideri,La mia storia: soddisfazioni e desideri,it,it,ok_no_change
48700dc6-630c-42d8-a945-a867117efc78,ma-come-fa-una-mamma,Ma come fa una mamma?!,it,it,ok_no_change
48809337-95eb-4c30-9cca-40c7e510533f,ii-focolare-comunita-educativo-terapeutica,"II focolare, comunità educativo-terapeutica",it,it,ok_no_change
489253e1-a47b-4edc-896e-441fb315cbf4,guido-marangoni-presenta-anna-sorride-alla-pioggia-al-chicco,"Guido Marangoni presenta ""Anna che sorride alla pioggia"" al Chicco",it,it,ok_no_change
48a5edb0-50e4-49f2-a6fa-c7ef30c35d99,pellegrinaggi-al-cinema,Pellegrinaggi al cinema,it,it,ok_no_change
48afff7f-a478-42f6-a747-dbaf07fc7f06,daniela,Daniela,it,it,ok_no_change
48c45251-6238-46ac-a0ce-d76ea4c87bbc,il-cieco-che-non-voleva-vedere-titanic,Il cieco che non voleva vedere Titanic,it,it,ok_no_change
48c89794-3425-4baa-a528-33cf17967fc7,dalle-provincia-n-130,Dalle provincia n.130,it,it,ok_no_change
48f4ffc7-03d2-4881-9803-fb1980e816e1,con-orgoglio-e-tenerezza,Con orgoglio e tenerezza,it,it,ok_no_change
48fcedf4-d40e-432c-a58d-334567f816d9,un-natale-speciale,Un natale speciale,it,it,ok_no_change
49107cea-c622-4993-bdcb-eb4a548ba275,da-due-persiane-socchiuse,Da due persiane socchiuse,it,it,ok_no_change
491147f5-1ff6-4c50-9296-c05856f1f8f0,cosa-sono-le-malattie-rare,Cosa sono le malattie rare?,it,it,ok_no_change
49129ae1-ac92-4869-8b6b-b6597e9c57a7,7-lo-spirito-santo-dono-di-gesu-risorto,7. Lo Spirito Santo dono di Gesù risorto,it,it,ok_no_change
493d6819-da0d-4bd1-850a-2f7efa3b6bf7,intelligenza-artificiale-e-memoria-editoriale-il-mio-lavoro-,Intelligenza artificiale e memoria editoriale: il mio lavoro con Ombre,it,it,ok_no_change
49447b91-1102-4ff6-b522-911505972b16,un-nuovo-centro-riabilitativo-equestre-dedicato-a-bambini-co,Un nuovo centro riabilitativo equestre dedicato a bambini con disabili,it,it,ok_no_change
494bcaa6-a58f-4995-96bb-958b8133e989,gli-anni-che-passano,Gli anni che passano,it,it,ok_no_change
495b4664-0cd7-4e9d-93fb-5e313a5d9122,scegliamo-con-cura-le-parole,Scegliamo con cura le parole,it,it,ok_no_change
496670d5-714e-4d5a-a044-72dfa0582f83,lettere-a-jean-don-marco-bove-2,Lettere a Jean: Don Marco Bove,it,it,ok_no_change
498f4f97-6b5e-4e07-b692-ac517dfad173,fin-dalla-nascita,Fin dalla nascita,it,it,ok_no_change
4997687e-d183-44e0-ae36-a3e42a7940c1,festa-della-luce-1976,Festa della Luce 1976,it,it,ok_no_change
49a6984a-26d1-46df-94e5-c5358501c8cd,vita-fede-luce-n-20,Vita Fede e Luce n. 20,it,it,ok_no_change
49abf7e8-5073-4ac6-ad29-6ebcffd55cbc,domande-di-una-campionessa,Domande di una campionessa,it,it,ok_no_change
49b8df0c-4734-4469-889c-9116432a12ec,catalogo-prelibatezze,Catalogo di prelibatezze,it,it,ok_no_change
49c5868d-b109-484c-ac3c-55e02c3247ac,di-pagella-e-mascherina,Di pagella (e mascherina),it,it,ok_no_change
49deabc5-df26-43db-92d3-d737089a40cb,parlo-di-quello-che-so,Parlo di quello che so,it,it,ok_no_change
4a17d0f6-f78b-494e-b34b-780fbdb7fd70,avevano-bisogno-di-noi,Avevano bisogno di noi,it,it,ok_no_change
4a1a8502-c2dc-4d33-b58d-2b728b9fd0a4,viviamo-da-soli,Viviamo da soli,it,it,ok_no_change
4a1f0b5f-fba7-4bf9-a9bd-547576526cbe,vita-fede-e-luce-n-110,Vita Fede e Luce n.110,it,it,ok_no_change
4a232b60-083a-4872-91d0-751182379c0a,sessualita-come-viverla-con-la-propria-disabilita,Sessualità: come viverla con la propria disabilità,it,it,ok_no_change
4a50b182-ccea-451b-b09b-a75c830140f7,una-scuola-di-tutti-newsletter-n-29,Una scuola di tutti - Newsletter n. 29,it,it,ok_no_change
4a5cdff5-52e3-4ae1-b79c-285ff9793945,perceval-un-luogo-vivere-imparare-vivere,"Perceval, un luogo per vivere e per imparare a vivere",it,it,ok_no_change
4a637bd4-6d43-4b48-97ed-0aa2ab8afb1c,una-ragazza-speciale,Una ragazza speciale,it,it,ok_no_change
4a67fdc4-1954-4bce-aa7e-86889a2b4201,vacanze-1978,Vacanze 1978,it,it,ok_no_change
4a6d293e-8343-4bbd-ad24-9868afae09c2,la-mia-esperienza-di-prete-a-fede-e-luce,La mia esperienza di prete a Fede e Luce,it,it,ok_no_change
4a726f57-993b-48b3-bfe6-aa3b0d0d3823,ombre-luci-n-16-1986-sfogliabile,Ombre e Luci n. 16 – 1986 – Sfogliabile,it,it,ok_no_change
4a7a3e34-1b4e-4a9d-8a1a-de9da3a32034,una-cooperativa-sul-mare,Una cooperativa sul mare,it,it,ok_no_change
4a8331d5-6da0-45bf-af32-0f01cfa764eb,possibile-che-gabriele-non-abbia-un-posto,Possibile che Gabriele non abbia un posto?,it,it,ok_no_change
4a93f8e0-ce42-4f78-90a1-8d301ee34e84,il-natale-del-ricco-epulone,Il Natale del ricco Epulone,it,it,ok_no_change
4aa0e462-84be-4c1d-8411-10b112b66b75,nessuno-resti-solo,Nessuno resti solo,it,it,ok_no_change
4abd0f4b-34e2-4a44-bef8-6f1ada4b41c6,perche-a-lourdes,"""Perché a Lourdes?""",it,it,ok_no_change
4af29649-19b7-42ef-87fe-1ab61c8388f9,la-pazzia-e-lamore-un-cammino-verso-lanima-del-malato-di-men,La pazzia e l’amore - Un cammino verso l'anima del malato di mente,it,it,ok_no_change
4af6062a-0259-4293-8828-abae3ed55011,visto-al-cineforum-di-fede-e-luce,Visto al cineforum... di Fede e Luce,it,it,ok_no_change
4b2ec248-8250-46d1-bc93-56b214f6f607,pilgrims-on-film-sacred-journeys-from-lourdes-to-mecca,Pilgrims on Film: Sacred Journeys from Lourdes to Mecca,en,en,ok_no_change
4b312c20-6e50-4586-8c66-01ccac09b9bf,perche,Perché?,it,it,ok_no_change
4b3868a5-aa0d-4db7-853d-211e5bd22a36,la-musica-del-mondo,La musica del mondo,it,it,ok_no_change
4b3edb53-9032-4884-adac-7f78bbf375c3,tante-bellissime-cose,Tante bellissime cose,it,it,ok_no_change
4b463f24-09a6-454e-8322-42e486c83051,il-messaggio-del-giubileo-dialogo-con-mons-rino-fisichella,Il messaggio del Giubileo: dialogo con Mons. Rino Fisichella,it,it,ok_no_change
4b58789a-5dd9-40ea-a3c3-86ca5619e627,io-lorenza-e-il-prosciutto-cotto,"Io, Lorenza e il prosciutto cotto",it,it,ok_no_change
4b5cac7d-b643-4691-9e35-a7ec7d802819,il-mistero-del-bambino-psicotico,Il mistero del bambino psicotico,it,it,ok_no_change
4b7576dc-a0ca-45e6-b27b-5477f7063032,psicologia-e-culto-di-se-la-psicologia-aiuta-a-credere,Psicologia e culto di se - La psicologia aiuta a credere,it,it,ok_no_change
4b80fc66-6802-4435-8f17-3b65ac318930,vicini-a-distanza,Vicini a distanza,it,it,ok_no_change
4b86605b-6326-4ae1-927d-fac44e7bf933,con-noi,Con noi,it,it,ok_no_change
4b87b105-6440-4cf8-a60e-4a82e602f641,maria-teresa-di-calcutta-dedicato-ai-bambini,Maria Teresa di Calcutta - Dedicato ai bambini... e a tutti noi,it,it,ok_no_change
4b8f5bb7-73ce-4bab-8095-bc3331b686b8,il-paese-delle-meraviglie,Il paese delle meraviglie,it,it,ok_no_change
4b99dfdc-bb39-46b7-a80e-c2897f170124,piero-e-il-bruco-farfalla-recensione,Piero e il Bruco farfalla - Recensione,it,it,ok_no_change
4bb839de-9e9c-4e65-addf-2234a3ae3738,la-citta-dei-ragazzi,La città dei ragazzi,it,it,ok_no_change
4bdc3e25-4a7f-450f-92b2-ca47739751ef,fu-un-buon-vento,Fu un buon vento,it,it,ok_no_change
4bdd5743-d8c4-4c9b-9f61-6628776ee135,la-strada-che-ci-sta-davanti,La strada che ci sta davanti,it,it,ok_no_change
4c021b46-ade7-4e10-9dcd-a9542384dc54,chi-scalda-il-cuore,Chi scalda il cuore,it,it,ok_no_change
4c253695-0f5d-4fdb-ab86-2060f1542002,mi-ha-telefonato-giuseppe-conte,Mi ha telefonato Giuseppe Conte,it,it,ok_no_change
4c329d0d-9bf4-4955-b597-435ff6614b77,umorismo-e-handicap-un-terreno-minato,Umorismo e handicap un terreno minato,it,it,ok_no_change
4c479628-7600-48cc-bfe5-b76730132627,fratello-sole-sorella-down,Fratello Sole Sorella Down,it,it,ok_no_change
4c50e75d-9c7c-4a91-a55f-b16174a063b6,dialogo-aperto-n-127,Dialogo aperto n.127,it,it,ok_no_change
4c725d95-706a-499b-8709-795494b26996,costruiamo-laccoglienza,Costruiamo l'accoglienza,it,it,ok_no_change
4cbf87d7-b071-456e-b023-a01d34b849ea,il-mio-pato-che-si-fa-sempre-trovare,"Il mio Pato, che si fa sempre trovare",it,it,ok_no_change
4cc0e3b5-a220-48c6-aaef-a64c810d1d66,ogni-figlio-e-un-cammino-un-mondo-da-scoprire-camminando-e-f,"Ogni figlio è un cammino: un mondo da scoprire, camminando e fermandoc",it,it,ok_no_change
4cc40d1c-5d69-4517-9ed3-481c53df1a55,amore-e-disabilita-veronica-e-alessandro-si-sono-sposati,Amore e disabilità: Veronica e Alessandro si sono sposati,it,it,ok_no_change
4cc9781c-a364-419e-8180-13d2fb26208c,la-dove-tu-ci-vuoi-ogni-giorno,"Là dove Tu ci vuoi, ogni giorno",it,it,ok_no_change
4cecdd6d-a280-4b63-b733-497c6b7209df,perdersi-recensione,Perdersi - Recensione,it,it,ok_no_change
4d15b09f-1c7e-4769-9e1b-fcbab01edc3c,dal-sostegno-alla-partecipazione-esperienze-di-educazione-in,Dal sostegno alla partecipazione: esperienze di educazione inclusiva p,it,it,ok_no_change
4d265482-5b12-4bc0-a74b-820cfb076cc1,the-crown-cugine-autismo,Perché di Katherine e Nerissa non ci sono tracce?,it,it,ok_no_change
4d3303dd-3d02-4df9-a01d-f6c6cdb2ba30,insegnante-di-lettere-canale-della-vita,Insegnante di lettere... canale della vita,it,it,ok_no_change
4d46e3f9-2332-4d19-b52b-814f465e9b5b,giovanni-paolo-ii-non-sembrava-ne-prete-ne-papa,Giovanni Paolo II... non sembrava né prete né papa,it,it,ok_no_change
4d4a87cd-dc2d-481c-99df-0bb057bf7653,amici-nonostante-la-guerra,Amici nonostante la guerra,it,it,ok_no_change
4d50a4bc-9a79-4305-8f05-ea6c93153a1d,una-terza-via,Una terza via?,it,it,ok_no_change
4d5d7018-eaaa-497d-a542-5189d3291fec,per-liberarci-dai-tabu-dellepilessia-plus-de-gym-pour-danny,Per liberarci dai tabù dell’epilessia – Plus de Gym pour Danny,it,it,ok_no_change
4d683e7c-f9a8-4e6a-8443-de67738c3b59,dialogo-aperto-n-75,Dialogo aperto n.75,it,it,ok_no_change
4d74f7aa-8c75-429d-be51-199c56934661,abitare-le-differenze-recensione,Abitare le differenze | Recensione,it,it,ok_no_change
4d8fb060-43c9-43d0-93a9-3732ddb78f5b,primavera-di-fede,Primavera di fede,it,it,ok_no_change
4db8526a-096b-4c7e-bb7b-ba0d3d88ac02,linclusione-che-ancora-manca-nel-cinema-italiano,L’inclusione che ancora manca nel cinema italiano,it,it,ok_no_change
4dc9f072-c5c3-458e-a48e-9095c1de7f5a,philippine,Philippine,it,it,ok_no_change
4ddc6659-2e40-437f-91fa-aa16bf727352,con-loro-sono-salito-sul-monte-meta,Con loro sono salito sul monte Méta,it,it,ok_no_change
4ddef51c-2bc1-40d8-8d21-7038090a7be6,un-ponte-in-un-guscio-di-noce,Un ponte in un guscio di noce,it,it,ok_no_change
4deed934-d3fe-4d88-b9cf-97344b2e6718,4-vita-comunitaria-costruire-comunita-tre-pilastri-fede-luce,"4. La vita comunitaria - Costruire ""comunità"": i tre pilastri di fede ",it,it,ok_no_change
4e06cd54-345b-46be-9ab1-db84dc37c68d,labbraccio-benedicente-meditazione-sui-ritorno-del-figlio-pr,L'abbraccio benedicente - Meditazione sui ritorno del figlio prodigo,it,it,ok_no_change
4e173928-fa68-4478-8e2d-e1a1f14077e8,gli-oggetti-raccontano-storie-straordinarie-di-oggetti-comun,Gli oggetti raccontano - Storie straordinarie di oggetti comuni - Rece,it,it,ok_no_change
4e199774-3ee5-43fa-b9b3-2b659c219840,programma-del-pellegrinaggio-a-roma-del-1975,Programma del Pellegrinaggio a Roma del 1975,it,it,ok_no_change
4e2aa1bc-92e1-416a-bee9-95e934e28e7e,il-dono-dellunita,Il dono dell'unità,it,it,ok_no_change
4e3ac030-3c2b-412c-9c53-f71538c77771,poco-a-sud-dellequatore,Poco a sud dell'Equatore,it,it,ok_no_change
4e4e807d-1aab-47de-a27e-821bcdef7592,la-tua-vita-e-la-mia,La tua vita e la mia,it,it,ok_no_change
4e4eaff4-b9a0-4998-aa65-030e5933ee7f,quarantadue-chilometri-tra-bellizzi-e-new-york,Quarantadue chilometri tra Bellizzi e New York,it,it,ok_no_change
4ea2abcd-e3c1-43bd-b558-22bdaef7d826,cecilia-vuole-una-casa,Cecilia vuole una casa,it,it,ok_no_change
4eaa4c16-ef11-412b-9ec0-8dbacf6a4543,il-mondo-di-sergio-una-storia-vera-dei-nostri-giorni-recensi,Il mondo di Sergio: una storia vera dei nostri giorni - Recensione,it,it,ok_no_change
4ecbfd2a-737e-405a-a644-2cc4dac8d47d,lhai-chiamata-per-portare-frutto,L'hai chiamata per portare frutto,it,it,ok_no_change
4ed1ba19-e03e-4bd3-8d48-2b9f146bada3,la-stelletta,La stelletta,it,it,ok_no_change
4ef2b888-f1a0-4635-9455-bdacc407e169,lassociazione-la-nostra-famiglia,L’associazione “La Nostra Famiglia”,it,it,ok_no_change
4ef48aa3-d717-4b23-9262-74e4e9ebd640,avete-mai-interpretato-la-grotta-di-betlemme,Avete mai interpretato la grotta di Betlemme?,it,it,ok_no_change
4ef8acfd-43b8-4887-b165-84cbef63d3d6,il-vangelo-per-tutti-i-disabili-mentali-e-la-domenica-nella-,Il Vangelo per tutti i disabili mentali e la domenica nella comunità e,it,it,ok_no_change
4ef95a11-4673-4739-970d-27432a18fc4c,vivere-con-la-distrofia-intervista-a-me,Vivere con la distrofia: intervista a me,it,it,ok_no_change
4efade45-5c32-4599-b981-71228f04b2d0,consulta-nazionale-integrazione,Disabilità e lavoro: nasce la Consulta nazionale per l'integrazione,it,it,ok_no_change
4f089d80-7909-48df-a3c8-0fe772937a43,alla-scuola-materna-insegnanti-poco-preparate,Alla scuola materna insegnanti poco preparate,it,it,ok_no_change
4f1034ef-fd28-4b95-9ad6-3aa37feeba91,dialogo-aperto-per-papa-francesco,Dialogo Aperto - per Papa Francesco,it,it,ok_no_change
4f6a1abe-7295-4413-ad44-1d9762834af3,ho-incontrato-gli-scooppiati,Ho incontrato gli Scooppiati,it,it,ok_no_change
4f86c1ff-66be-4907-b623-e43a15def417,una-relazione-importante,Una relazione importante,it,it,ok_no_change
4f904109-89d7-41d3-a85d-58f7b5e57006,attivita-riabilitative-fiori-colori-e-profumi,"Attività riabilitative: fiori, colori e profumi",it,it,ok_no_change
4f913f1e-2d01-42e3-93f7-f10a91ebcd9d,quattro-punti-cardinali-i-luoghi-di-ombre-e-luci-tra-i-quart,Quattro punti cardinali: i luoghi di «Ombre e Luci» tra i quartieri di,it,it,ok_no_change
4fc80043-c1af-485f-b769-6cc150eb870d,raggi-di-sole,Raggi di Sole,it,it,ok_no_change
4fdc0d9f-4c31-4561-aa85-df246ef425cc,chi-resta-deve-capire-recensione,Chi resta deve capire - Recensione,it,it,ok_no_change
4fe7feb6-89e8-4a61-b033-adc43276dacc,avevo-deciso-di-non-amare-mio-fratello,Avevo deciso di non amare mio fratello,it,it,ok_no_change
4fef90f4-5f14-4a56-a5b0-7e6a8f63ff49,voglio-il-mio-mare-la-mostra-di-design-di-studenti-e-persone,"""Voglio il mio mare"": la mostra di design di studenti e persone disabi",it,it,ok_no_change
4ff88ea2-61e8-4e06-9290-6ae083b3b583,2-fede-e-luce-larte-dellincontro-per-superare-la-paura-della,2. L'arte dell'incontro: superare la paura della diversità,it,it,ok_no_change
500e4b8c-7127-4c04-8e69-fb63c29c49c3,rivista-hd-problemi-comportamentali-le-strategie-dintervento,Rivista HD -  I problemi comportamentali: le strategie d'intervento,it,it,ok_no_change
501500f2-f287-4932-b0aa-d2f54d74a0d0,non-sta-piu-in-un-angolo,Non sta più in un angolo,it,it,ok_no_change
502c94c3-3826-4281-9aa5-bb1949b239af,vi-ricordiamo-perche-ombre-e-luci,Vi ricordiamo perché Ombre e Luci,it,it,ok_no_change
504775f8-347f-4e3d-9990-84d7be7eb5b6,la-presenza-dei-piu-piccoli,La presenza dei più piccoli,it,it,ok_no_change
506922c1-cda3-423f-9e13-1b797e7bc8ab,essere-padrino-ha-cambiato-la-sua-vita,Essere padrino ha cambiato la sua vita,it,it,ok_no_change
50beb538-53b8-43bf-bef8-18d48a44447f,chiamati-a-portare-frutto,Chiamati… a portare frutto,it,it,ok_no_change
50bf0db7-67b2-4757-86c9-d89251ca95a1,fede-e-luce-larca-ombre-e-luci,"Fede e Luce, l'Arca, Ombre e Luci",it,it,ok_no_change
50bf53e3-19ca-49c6-8988-a59db0254e0b,larca-di-trosly,L'arca di Trosly,it,it,ok_no_change
50df621a-1347-464a-bf1e-bcd6d5dc0dc5,lavorando-insieme-un-pomeriggio-chiamato-laboratorio,"Lavorando insieme, un pomeriggio chiamato laboratorio",it,it,ok_no_change
50f92455-58d2-4317-ad79-0a7125bbc810,cura-e-civilta,Cura e civiltà,it,it,ok_no_change
510615b2-08be-48e6-8bbf-3544d5bb4e94,si-fa-sera,Quando si fa sera,it,it,ok_no_change
510dde52-0528-4a38-913b-bec76dbd881c,la-rivoluzione-copernicana-di-lucas,La rivoluzione copernicana di Lucas,it,it,ok_no_change
51106bcd-de3e-40a9-9c68-bd040e164e5f,attivita-didattiche-per-autistici-valutazione-e-trattamento-,Attività didattiche per autistici - Valutazione e trattamento a livell,it,it,ok_no_change
51152451-7f20-4a36-ad66-aaad3dd21bca,grazie-papa-don-carlo-recensione,"Grazie, papà don Carlo",it,it,ok_no_change
51496080-da49-439e-867b-066ec138edcf,quella-lieve-disabilita,Quella lieve disabilità,it,it,ok_no_change
5153bdd7-80dd-407e-ab37-320c26c0ea48,dialogo-aperto-n-171,Dialogo Aperto n. 171,it,it,ok_no_change
5153f955-7882-4923-923c-48df765cbec4,vita-di-fede-e-luce-n-40-i-campi-di-fede-e-luce-come-momento,Vita di Fede e Luce n.40 - I campi di Fede e Luce come momento formati,it,it,ok_no_change
515a6987-d25a-426c-a531-788efc23803c,hai-mutato-il-mio-lamento-in-danza-una-maternita-dalla-morte,Hai mutato il mio lamento in danza - Una maternità dalla morte alla re,it,it,ok_no_change
515f8cae-8d17-4b93-89de-40bfb9e92a82,repubblica-sorda-recensione,Repubblica sorda – Recensione,it,it,ok_no_change
516574dd-2e1d-4700-9270-7a30af4f6604,tranquilla-e-soddisfatta-di-me-stessa,Tranquilla e soddisfatta di me stessa,it,it,ok_no_change
5172a944-fc92-45b2-b38f-89f789cbbccf,alla-scoperta-della-redazione-ombre-luci,Alla scoperta della Redazione di Ombre e Luci,it,it,ok_no_change
51789abb-e88d-4a80-8b10-44603380942d,portate-fraternita-gioia-intelligenza-della-fede,"«Portate fraternità, gioia, intelligenza della fede»",it,it,ok_no_change
5180c5e9-e403-45a1-a90a-086440180eee,mamme-che-amano-troppo-per-non-crescere-piccoli-tiranni-e-fi,Mamme che amano troppo - Per non crescere piccoli tiranni e figli bamb,it,it,ok_no_change
5185ad02-e7a0-4563-8838-3158150f9bf7,brutta-recensione,Brutta! - Recensione,it,it,ok_no_change
519507ff-1e49-4ed6-9a8a-3e28db0ed1ad,io-grido-verso-te,Io grido verso te,it,it,ok_no_change
51cebab3-7021-421f-8a89-9c0fabd0f618,la-mia-africa,La mia Africa,it,it,ok_no_change
51de456d-7463-4a3c-968b-0c621557dd73,magica-apertura-delle-special-olympics,Magica apertura delle Special Olympics,it,it,ok_no_change
51de45f4-4bbb-4283-bbe5-50453b52b145,momenti-difficili,Momenti difficili,it,it,ok_no_change
51e7ad98-76a2-4dd4-a6df-bc9097c55a9f,guardie-del-corpo,Guardie del corpo,it,it,ok_no_change
51eb0781-0c3b-479a-b78d-afba7af810b3,la-vita-come-e-per-noi-un-padre-una-famiglia-e-un-bambino-sp,"La vita come è per noi - Un padre, una famiglia e un bambino speciale ",it,it,ok_no_change
51f8b69b-8f50-41a9-aefe-ea2c003f37a5,prova-a-capire-quel-che-non-dico,Prova a capire quel che non dico,it,it,ok_no_change
52067008-c73e-4dbb-9f07-6d92133b3a2f,gruppo-di-gruppi,Gruppo di gruppi,it,it,ok_no_change
52067976-916c-4c8b-9e1f-beee7a2c3b77,giuditta-e-lorecchio-del-diavolo-recensione,Giuditta e l'orecchio del diavolo — Recensione,it,it,ok_no_change
5225f661-a631-4fb7-8096-16e62ef55ae7,cresce-la-rete-di-centri-sporthabile-in-toscana-per-lo-sport,Cresce la rete di centri SportHabile in Toscana per lo sport paralimpi,it,it,ok_no_change
5230cd2b-b64a-480e-8fca-059b9ca39748,vita-fede-luce-n-23,Vita Fede e Luce n. 23,it,it,ok_no_change
5264a0d4-eccf-4259-9c95-9337ed595057,diario-di-scuola-recensione,Diario di Scuola - Recensione,it,it,ok_no_change
52a5eda6-8556-42bd-8e45-42e5dfbf93b3,whos-my-neighbor,Who Is My Neighbor?,en,AMBIG,review_needed
52e0b853-2a87-46c6-9b09-576929358160,dietro-le-quinte-di-unassunzione,Dietro le quinte di un'assunzione,it,it,ok_no_change
52e7187f-c821-4193-804c-7808b1769be4,decalogo-per-insegnare-alle-persone-con-disabilita,Decalogo per insegnare alle persone con disabilità,it,it,ok_no_change
52f03226-bfbd-4e1a-a4d6-47308d89b6ec,la-chiesa-debole-nel-suo-capo-sorgente-e-segno-della-presenz,La Chiesa debole nel suo capo sorgente e segno della presenza di Dio,it,it,ok_no_change
5310f360-4efd-4b13-adca-155491f5395a,a-a-a-cercasi-sostegno-per-chi-apparentemente-non-ne-ha-biso,A.A.A. Cercasi sostegno per chi apparentemente non ne ha bisogno...,it,it,ok_no_change
53243f17-8659-4fc5-a342-fa8ad7414e89,and-a-star-lights-up-from-fear-to-hope-navigating-a-changed-,"And a Star Lights Up: from Fear to Hope, Navigating a Changed World Si",en,en,ok_no_change
5324dab8-e7cd-4c8e-9d56-4aef7279728f,stramonio-recensione-libro,Stramonio - Recensione libro,it,it,ok_no_change
532c83fd-a44c-4d41-a5ec-13131ffac9e1,in-cammino-con-te,In cammino… con te,it,it,ok_no_change
535a1f48-c1b4-4a6f-bdc8-69c8becda9b4,cinema-disabilita-torino-film-festival-babel-film-festival-d,Cinema e disabilità al Torino Film Festival e al Babel Film Festival d,it,it,ok_no_change
53729ce1-8e5c-4719-ace3-f684083f1456,verdetto-dei-medici,Il verdetto dei medici,it,it,ok_no_change
539ed1e1-b11f-4693-aa74-f6729823baaf,nellintimo-delle-madri-luci-e-ombre-della-maternita-recensio,Nell'intimo delle madri. Luci e Ombre della maternità - Recensione,it,it,ok_no_change
53bd8066-dd13-4a3c-8b71-9d0c010d9bfb,respiro-dopo-respiro-lo-yoga-per-bambini-e-adolescenti-con-b,Respiro dopo respiro: lo yoga per bambini e adolescenti con bisogni sp,it,it,ok_no_change
53cbd8de-e19d-4ce7-9dc6-96f045c9d739,come-direno-non-puoi-averlo,"Come dire:""No! Non puoi averlo!""",it,it,ok_no_change
53cee31b-b007-4252-a8ab-75e40bf34d42,prendetene-e-mangiatene-tutti,Prendetene e mangiatene tutti,it,it,ok_no_change
53f5b6e7-9ba6-4875-ac14-96a7e4476ecb,da-fratello-e-da-padre,Da fratello e da padre,it,it,ok_no_change
54381f2a-7654-4402-adb1-01c335e23e01,che-capisce-e-noi,Che capisce? E noi?,it,it,ok_no_change
5438643d-ced6-4020-8543-d2fd68d95146,when-an-encounter-changes-everything,When an Encounter Changes Everything,it,en,PATCH_EN
543de2ee-8e40-499f-b0c1-745579e7f6dd,joyeux-noel,Joyeux Nöel!,it,it,ok_no_change
5462b37d-7a99-4946-82cb-ccf05ba1872e,5-creascere-insieme-guidare-una-comunita-fede-e-luce-princip,5. Crescere insieme - Guidare una comunità fede e luce: principi e pra,it,it,ok_no_change
546aee8f-5d0f-4df9-9094-62044c83c4ca,fano2018,Fano 2018 - La nostra meglio gioventù,it,it,ok_no_change
5479a9ec-79f1-4d0a-8139-d97afb0168ed,una-passeggiata-in-campagna,Una passeggiata in campagna,it,it,ok_no_change
549a533a-1d3c-47d5-a680-3edcec08a501,mio-fratello-marco,Mio fratello Marco,it,it,ok_no_change
54b1b924-79c4-4d3f-9c2b-29edf9919f85,piccolo-mio,Piccolo mio,it,it,ok_no_change
54b8362b-9137-44fe-93d0-93d5e06218a3,diagolo-aperto-n-172,Diagolo Aperto n. 172 - Dal cuore di Pompei,it,it,ok_no_change
54c751de-fdea-4bf1-8ba6-1cc7dcfcbab2,vita-fede-e-luce-n-62,Vita Fede e Luce n. 62,it,it,ok_no_change
54c796a2-1e76-431c-ac43-0ed597554ca5,ricompense-o-punizioni,Ricompense o punizioni,it,it,ok_no_change
54e6b267-fd73-4f7c-aa18-ab7966ea4390,un-cammino-verso-la-persona,Un cammino verso la persona,it,it,ok_no_change
