id,slug,titolo,lang_current,lang_detected,action
0cf1d470-5ff6-4e20-b629-5e33c2ac8db3,essere-vicini-a-chi-e-in-fin-di-vita,Essere vicini a chi è in fin di vita,it,it,ok_no_change
0d008f3b-cd2a-46ff-bc26-02b0853f57fa,noi-dei-piani-di-sopra,Noi dei piani di sopra,it,it,ok_no_change
0d041112-1abb-4042-b80d-07c2744e1464,affrontare-lenorme-paura-intervista-a-pietro,Affrontare l’enorme paura - Intervista a Pietro,it,it,ok_no_change
0d08d7c9-441b-47e3-8c09-9f64a48cc474,when-waiting-becomes-encounter,When Waiting Becomes Encounter,it,en,PATCH_EN
0d1e9f8d-03a9-4112-be5f-875abf21d37f,dialogo-aperto-n-117,Dialogo aperto n.117,it,it,ok_no_change
0d39ece7-1c3a-44c4-86dd-8abe7aff2864,vedersi-in-vetrina,Vedersi in vetrina,it,it,ok_no_change
0d3f746b-a82f-4d7f-aaa4-6c940de3bba2,guida-h-fondazione-laboratorio-per-le-politiche-sociali,Guida H - Fondazione Laboratorio per le politiche sociali,it,it,ok_no_change
0d40a0f7-f018-4c55-9470-582a8329eb36,si-ricomincia,Si ricomincia,it,it,ok_no_change
0d41123b-ef83-4579-87fa-97da08db2536,problematiche-delleta-evolutiva-incontrarsi-sul-dojo,Problematiche dell’età evolutiva: incontrarsi sul Dojo,it,it,ok_no_change
0dc471fe-3e3f-4a6f-89c7-ebb34b154fe7,dedicato-ai-bambini-flavio,Dedicato ai bambini - Flavio,it,it,ok_no_change
0dd5a5bf-320a-42cd-8b02-3a713b2ec0dc,purche,"""Purché""",it,it,ok_no_change
